0.01	0.650440	0.088084
0.02	0.651762	0.176179
0.03	0.653964	0.264285
0.04	0.657047	0.352402
0.05	0.661012	0.440531
0.06	0.665858	0.528671
0.07	0.671586	0.616822
0.08	0.678195	0.704984
0.09	0.685685	0.793157
0.10	0.694058	0.881342
0.11	0.703312	0.969538
0.12	0.713449	1.057745
0.13	0.724467	1.145963
0.14	0.736368	1.234192
0.15	0.749151	1.322433
0.16	0.762817	1.410684
0.17	0.777365	1.498947
0.18	0.792795	1.587221
0.19	0.809109	1.675505
0.20	0.826306	1.763801
0.21	0.844385	1.852108
0.22	0.863348	1.940426
0.23	0.883194	2.028755
0.24	0.903923	2.117095
0.25	0.925536	2.205446
0.26	0.948032	2.293808
0.27	0.971412	2.382182
0.28	0.995676	2.470566
0.29	1.020823	2.558961
0.30	1.046855	2.647367
0.31	1.073771	2.735784
0.32	1.101571	2.824212
0.33	1.130255	2.912651
0.34	1.159824	3.001101
0.35	1.190277	3.089562
0.36	1.221615	3.178033
0.37	1.253838	3.266516
0.38	1.286945	3.355009
0.39	1.320938	3.443514
0.40	1.355816	3.532029
0.41	1.391579	3.620555
0.42	1.428227	3.709092
0.43	1.465760	3.797640
0.44	1.504180	3.886198
0.45	1.543484	3.974767
0.46	1.583675	4.063348
0.47	1.624751	4.151939
0.48	1.666714	4.240541
0.49	1.709562	4.329153
0.50	1.753297	4.417776
0.51	1.797918	4.506410
0.52	1.843425	4.595055
0.53	1.889819	4.683710
0.54	1.937099	4.772376
0.55	1.985266	4.861053
0.56	2.034320	4.949740
0.57	2.084261	5.038439
0.58	2.135089	5.127148
0.59	2.186804	5.215867
0.60	2.239407	5.304597
0.61	2.292896	5.393338
0.62	2.347273	5.482090
0.63	2.402538	5.570852
0.64	2.458690	5.659625
0.65	2.515731	5.748408
0.66	2.573659	5.837202
0.67	2.632475	5.926006
0.68	2.692179	6.014821
0.69	2.752771	6.103646
0.70	2.814252	6.192482
0.71	2.876621	6.281329
0.72	2.939878	6.370186
0.73	3.004025	6.459054
0.74	3.069059	6.547932
0.75	3.134983	6.636821
0.76	3.201796	6.725720
0.77	3.269498	6.814630
0.78	3.338089	6.903550
0.79	3.407569	6.992480
0.80	3.477938	7.081421
0.81	3.549197	7.170372
0.82	3.621346	7.259334
0.83	3.694384	7.348306
0.84	3.768312	7.437288
0.85	3.843130	7.526281
0.86	3.918838	7.615284
0.87	3.995435	7.704298
0.88	4.072924	7.793322
0.89	4.151302	7.882356
0.90	4.230571	7.971400
0.91	4.310730	8.060455
0.92	4.391780	8.149521
0.93	4.473721	8.238596
0.94	4.556552	8.327682
0.95	4.640274	8.416778
0.96	4.724887	8.505884
0.97	4.810392	8.595000
0.98	4.896788	8.684127
0.99	4.984075	8.773264
1.00	5.072253	8.862411
1.01	5.161323	8.951568
1.02	5.251284	9.040735
1.03	5.342137	9.129913
1.04	5.433882	9.219101
1.05	5.526519	9.308299
1.06	5.620049	9.397507
1.07	5.714469	9.486725
1.08	5.809783	9.575953
1.09	5.905989	9.665192
1.10	6.003087	9.754440
1.11	6.101078	9.843699
1.12	6.199961	9.932967
1.13	6.299737	10.022246
1.14	6.400406	10.111535
1.15	6.501968	10.200834
1.16	6.604423	10.290143
1.17	6.707770	10.379462
1.18	6.812012	10.468791
1.19	6.917146	10.558130
1.20	7.023174	10.647479
1.21	7.130096	10.736838
1.22	7.237911	10.826207
1.23	7.346620	10.915586
1.24	7.456223	11.004974
1.25	7.566720	11.094373
1.26	7.678110	11.183782
1.27	7.790395	11.273200
1.28	7.903574	11.362628
1.29	8.017648	11.452066
1.30	8.132616	11.541514
1.31	8.248479	11.630972
1.32	8.365236	11.720440
1.33	8.482888	11.809917
1.34	8.601435	11.899405
1.35	8.720877	11.988902
1.36	8.841213	12.078409
1.37	8.962445	12.167926
1.38	9.084572	12.257453
1.39	9.207594	12.346990
1.40	9.331511	12.436536
1.41	9.456325	12.526092
1.42	9.582033	12.615657
1.43	9.708637	12.705233
1.44	9.836138	12.794818
1.45	9.964534	12.884413
1.46	10.093826	12.974017
1.47	10.224014	13.063631
1.48	10.355099	13.153255
1.49	10.487080	13.242888
1.50	10.619957	13.332532
1.51	10.753731	13.422185
1.52	10.888401	13.511847
1.53	11.023968	13.601520
1.54	11.160431	13.691201
1.55	11.297791	13.780892
1.56	11.436049	13.870593
1.57	11.575203	13.960303
1.58	11.715255	14.050023
1.59	11.856204	14.139752
1.60	11.998051	14.229491
1.61	12.140795	14.319240
1.62	12.284436	14.408998
1.63	12.428975	14.498765
1.64	12.574411	14.588542
1.65	12.720746	14.678329
1.66	12.867978	14.768125
1.67	13.016109	14.857930
1.68	13.165137	14.947745
1.69	13.315063	15.037570
1.70	13.465888	15.127403
1.71	13.617611	15.217246
1.72	13.770232	15.307098
1.73	13.923753	15.396960
1.74	14.078172	15.486832
1.75	14.233489	15.576713
1.76	14.389706	15.666602
1.77	14.546822	15.756501
1.78	14.704836	15.846410
1.79	14.863750	15.936328
1.80	15.023562	16.026255
1.81	15.184275	16.116192
1.82	15.345886	16.206139
1.83	15.508397	16.296093
1.84	15.671808	16.386057
1.85	15.836119	16.476030
1.86	16.001329	16.566013
1.87	16.167440	16.656006
1.88	16.334450	16.746008
1.89	16.502359	16.836018
1.90	16.671169	16.926037
1.91	16.840879	17.016066
1.92	17.011490	17.106104
1.93	17.183001	17.196152
1.94	17.355412	17.286207
1.95	17.528725	17.376272
1.96	17.702938	17.466347
1.97	17.878052	17.556431
1.98	18.054066	17.646524
1.99	18.230982	17.736626
2.00	18.408798	17.826736
2.01	18.587517	17.916857
2.02	18.767136	18.006987
2.03	18.947657	18.097124
2.04	19.129078	18.187271
2.05	19.311401	18.277428
2.06	19.494627	18.367592
2.07	19.678753	18.457766
2.08	19.863781	18.547949
2.09	20.049711	18.638142
2.10	20.236544	18.728342
2.11	20.424278	18.818552
2.12	20.612915	18.908772
2.13	20.802454	18.998999
2.14	20.992895	19.089235
2.15	21.184238	19.179482
2.16	21.376484	19.269735
2.17	21.569633	19.359999
2.18	21.763685	19.450272
2.19	21.958639	19.540552
2.20	22.154495	19.630842
2.21	22.351255	19.721142
2.22	22.548918	19.811449
2.23	22.747484	19.901766
2.24	22.946953	19.992090
2.25	23.147326	20.082424
2.26	23.348602	20.172768
2.27	23.550781	20.263119
2.28	23.753864	20.353479
2.29	23.957851	20.443848
2.30	24.162743	20.534225
2.31	24.368536	20.624613
2.32	24.575233	20.715008
2.33	24.782835	20.805412
2.34	24.991341	20.895824
2.35	25.200750	20.986246
2.36	25.411064	21.076675
2.37	25.622284	21.167114
2.38	25.834408	21.257561
2.39	26.047436	21.348017
2.40	26.261368	21.438480
2.41	26.476206	21.528954
2.42	26.691948	21.619434
2.43	26.908594	21.709925
2.44	27.126146	21.800423
2.45	27.344603	21.890930
2.46	27.563965	21.981445
2.47	27.784231	22.071970
2.48	28.005404	22.162502
2.49	28.227482	22.253044
2.50	28.450464	22.343594
2.51	28.674353	22.434153
2.52	28.899147	22.524719
2.53	29.124847	22.615294
2.54	29.351454	22.705877
2.55	29.578966	22.796469
2.56	29.807384	22.887070
2.57	30.036709	22.977678
2.58	30.266939	23.068296
2.59	30.498075	23.158922
2.60	30.730118	23.249556
2.61	30.963066	23.340199
2.62	31.196920	23.430849
2.63	31.431683	23.521507
2.64	31.667351	23.612175
2.65	31.903925	23.702850
2.66	32.141407	23.793535
2.67	32.379795	23.884228
2.68	32.619091	23.974928
2.69	32.859295	24.065638
2.70	33.100407	24.156355
2.71	33.342422	24.247080
2.72	33.585346	24.337814
2.73	33.829178	24.428556
2.74	34.073917	24.519306
2.75	34.319565	24.610064
2.76	34.566120	24.700830
2.77	34.813583	24.791605
2.78	35.061954	24.882387
2.79	35.311234	24.973179
2.80	35.561420	25.063978
2.81	35.812515	25.154785
2.82	36.064518	25.245600
2.83	36.317429	25.336424
2.84	36.571247	25.427256
2.85	36.825974	25.518095
2.86	37.081608	25.608942
2.87	37.338150	25.699799
2.88	37.595604	25.790663
2.89	37.853966	25.881535
2.90	38.113235	25.972414
2.91	38.373413	26.063301
2.92	38.634502	26.154198
2.93	38.896500	26.245102
2.94	39.159405	26.336014
2.95	39.423218	26.426933
2.96	39.687943	26.517860
2.97	39.953575	26.608795
2.98	40.220119	26.699739
2.99	40.487572	26.790691
3.00	40.755932	26.881651
3.01	41.025204	26.972618
3.02	41.295383	27.063593
3.03	41.566475	27.154575
3.04	41.838474	27.245565
3.05	42.111385	27.336563
3.06	42.385204	27.427570
3.07	42.659935	27.518585
3.08	42.935577	27.609608
3.09	43.212128	27.700638
3.10	43.489590	27.791676
3.11	43.767963	27.882721
3.12	44.047245	27.973774
3.13	44.327438	28.064835
3.14	44.608543	28.155903
3.15	44.890556	28.246979
3.16	45.173481	28.338062
3.17	45.457317	28.429153
3.18	45.742065	28.520252
3.19	46.027725	28.611359
3.20	46.314293	28.702473
3.21	46.601772	28.793594
3.22	46.890163	28.884724
3.23	47.179466	28.975861
3.24	47.469681	29.067005
3.25	47.760807	29.158157
3.26	48.052845	29.249317
3.27	48.345795	29.340485
3.28	48.639656	29.431660
3.29	48.934429	29.522842
3.30	49.230114	29.614033
3.31	49.526711	29.705231
3.32	49.824219	29.796436
3.33	50.122639	29.887650
3.34	50.421970	29.978870
3.35	50.722214	30.070099
3.36	51.023373	30.161335
3.37	51.325443	30.252579
3.38	51.628426	30.343830
