0.01	32.079918	0.023916
0.02	63.509995	0.047837
0.03	94.940231	0.071762
0.04	126.370628	0.095692
0.05	157.801178	0.119625
0.06	189.231888	0.143563
0.07	220.662766	0.167506
0.08	252.093796	0.191452
0.09	283.524994	0.215403
0.10	314.956360	0.239358
0.11	346.387878	0.263318
0.12	377.819550	0.287282
0.13	409.251373	0.311250
0.14	440.683380	0.335223
0.15	472.115540	0.359199
0.16	503.547852	0.383180
0.17	534.980347	0.407166
0.18	566.412964	0.431156
0.19	597.845764	0.455150
0.20	629.278687	0.479148
0.21	660.711792	0.503151
0.22	692.145081	0.527158
0.23	723.578491	0.551169
0.24	755.012085	0.575184
0.25	786.445862	0.599204
0.26	817.879761	0.623228
0.27	849.313843	0.647257
0.28	880.748047	0.671290
0.29	912.182434	0.695327
0.30	943.617004	0.719368
0.31	975.051697	0.743414
0.32	1006.486572	0.767464
0.33	1037.921631	0.791518
0.34	1069.356812	0.815577
0.35	1100.792114	0.839640
0.36	1132.227661	0.863707
0.37	1163.663330	0.887779
0.38	1195.099121	0.911854
0.39	1226.535156	0.935935
0.40	1257.971313	0.960019
0.41	1289.407593	0.984108
0.42	1320.844116	1.008201
0.43	1352.280762	1.032298
0.44	1383.717529	1.056400
0.45	1415.154541	1.080506
0.46	1446.591675	1.104616
0.47	1478.028931	1.128731
0.48	1509.466431	1.152849
0.49	1540.904053	1.176973
0.50	1572.341797	1.201100
0.51	1603.779663	1.225232
0.52	1635.217773	1.249368
0.53	1666.656006	1.273508
0.54	1698.094360	1.297653
0.55	1729.532959	1.321802
0.56	1760.971680	1.345955
0.57	1792.410522	1.370113
0.58	1823.849609	1.394275
0.59	1855.288818	1.418441
0.60	1886.728149	1.442611
0.61	1918.167725	1.466786
0.62	1949.607422	1.490965
0.63	1981.047241	1.515149
0.64	2012.487305	1.539336
0.65	2043.927490	1.563528
0.66	2075.367920	1.587725
0.67	2106.808350	1.611925
0.68	2138.249023	1.636130
0.69	2169.689941	1.660339
0.70	2201.130859	1.684553
0.71	2232.572021	1.708771
0.72	2264.013428	1.732993
0.73	2295.454834	1.757219
0.74	2326.896484	1.781450
0.75	2358.338379	1.805685
0.76	2389.780273	1.829924
0.77	2421.222412	1.854168
0.78	2452.664795	1.878416
0.79	2484.107178	1.902668
0.80	2515.549805	1.926924
0.81	2546.992676	1.951185
0.82	2578.435547	1.975450
0.83	2609.878662	1.999720
0.84	2641.322021	2.023993
0.85	2672.765381	2.048271
0.86	2704.208984	2.072553
0.87	2735.652832	2.096840
0.88	2767.096680	2.121131
0.89	2798.540771	2.145426
0.90	2829.985107	2.169725
0.91	2861.429443	2.194029
0.92	2892.874023	2.218338
0.93	2924.318848	2.242650
0.94	2955.763672	2.266967
0.95	2987.208740	2.291288
0.96	3018.654053	2.315613
0.97	3050.099365	2.339943
0.98	3081.544922	2.364277
0.99	3112.990723	2.388615
1.00	3144.436523	2.412958
1.01	3175.882568	2.437304
1.02	3207.328613	2.461656
1.03	3238.774902	2.486011
1.04	3270.221436	2.510371
1.05	3301.667969	2.534735
1.06	3333.114746	2.559103
1.07	3364.561768	2.583476
1.08	3396.008789	2.607852
1.09	3427.456055	2.632234
1.10	3458.903564	2.656619
1.11	3490.351074	2.681009
