3.994524,   0.001842,  4.114147,  0.073546 
4.123903,   0.001618,  3.895894,  0.073546 
4.282207,   0.001381,  3.627004,  0.073546 
4.485260,   0.001127,  3.346389,  0.073546 
4.775756,   0.000843,  2.954910,  0.073546 
5.267858,   0.000515,  2.322388,  0.073546 
