54.3    0.1     61.2	0.2
61.8	0.1 	49.2	0.2
72.4	0.1	    37.6	0.2
88.7	0.1	    28.4	0.2
118.6	0.1	    19.2	0.2
194.0	0.1	    10.2	0.2				
			
			
			
			
